"dog_id" "context_id" "day_since_arrival" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
112 7 9 "[RE] Relaxed" 1 1
112 8 9 "[RE] Relaxed" 1 1
112 1 10 NA NA NA
112 2 10 NA NA NA
112 3 10 NA NA NA
112 4 10 NA NA NA
112 5 10 NA NA NA
112 6 10 NA NA NA
112 7 10 NA NA NA
112 8 10 NA NA NA
112 1 11 NA NA NA
112 2 11 NA NA NA
112 3 11 "[SUB] Submissive" 4 1
112 4 11 NA NA NA
112 5 11 "[RPNA] React to People Non-Aggressive" 7 2
112 6 11 "[RE] Relaxed" 1 1
112 7 11 "[RE] Relaxed" 1 1
112 8 11 "[RE] Relaxed" 1 1
112 1 12 NA NA NA
112 2 12 NA NA NA
112 3 12 "[SUB] Submissive" 4 1
112 4 12 "[SUB] Submissive" 3 1
112 5 12 "[RPNA] React to People Non-Aggressive" 7 2
112 6 12 "[RE] Relaxed" 1 1
112 7 12 "[RE] Relaxed" 1 1
112 8 12 "[RE] Relaxed" 1 1
113 1 0 NA NA NA
113 2 0 "[FR] Friendly" 1 1
113 3 0 NA NA NA
113 4 0 "[none]" NA NA
113 5 0 "[RE] Relaxed" 1 1
113 6 0 NA NA NA
113 7 0 "[RE] Relaxed" 1 1
113 8 0 "[RE] Relaxed" 1 1
113 1 1 NA NA NA
113 2 1 "[FR] Friendly" 1 1
113 3 1 NA NA NA
113 4 1 "[RE] Relaxed" 1 1
113 5 1 "[RE] Relaxed" 1 1
113 6 1 "[UN] Unsure" 4 1
113 7 1 "[PL] Playful" 2 1
113 8 1 "[RE] Relaxed" 1 1
113 1 2 NA NA NA
113 2 2 NA NA NA
113 3 2 "[FR] Friendly" 1 1
113 4 2 "[RE] Relaxed" 1 1
113 5 2 "[RE] Relaxed" 1 1
113 6 2 "[RE] Relaxed" 1 1
113 7 2 "[RE] Relaxed" 1 1
113 8 2 "[RE] Relaxed" 1 1
113 1 3 NA NA NA
113 2 3 "[FR] Friendly" 1 1
113 3 3 "[FR] Friendly" 1 1
113 4 3 "[SUB] Submissive" 3 1
113 5 3 "[RE] Relaxed" 1 1
113 6 3 "[RE] Relaxed" 1 1
113 7 3 "[RE] Relaxed" 1 1
113 8 3 "[RE] Relaxed" 1 1
113 1 4 NA NA NA
113 2 4 "[FR] Friendly" 1 1
113 3 4 NA NA NA
113 4 4 "[UAV] Uncomfortable Avoids" 5 2
113 5 4 "[RE] Relaxed" 1 1
113 6 4 "[RE] Relaxed" 1 1
113 7 4 "[RE] Relaxed" 1 1
113 8 4 "[RE] Relaxed" 1 1
113 1 5 "[IN] Independent" 3 1
113 2 5 "[FR] Friendly" 1 1
113 3 5 "[FR] Friendly" 1 1
113 4 5 "[RE] Relaxed" 1 1
113 5 5 "[RE] Relaxed" 1 1
113 6 5 "[RE] Relaxed" 1 1
113 7 5 "[RE] Relaxed" 1 1
113 8 5 "[RE] Relaxed" 1 1
113 1 6 "[IN] Independent" 3 1
113 2 6 "[IN] Independent" 3 1
113 3 6 "[FR] Friendly" 1 1
113 4 6 "[RE] Relaxed" 1 1
113 5 6 "[RE] Relaxed" 1 1
113 6 6 "[RE] Relaxed" 1 1
113 7 6 "[RE] Relaxed" 1 1
113 8 6 "[RE] Relaxed" 1 1
113 1 7 NA NA NA
113 2 7 "[FR] Friendly" 1 1
113 3 7 "[FR] Friendly" 1 1
113 4 7 "[RE] Relaxed" 1 1
113 5 7 "[RE] Relaxed" 1 1
113 6 7 "[UN] Unsure" 4 1
113 7 7 "[PL] Playful" 2 1
113 8 7 "[RE] Relaxed" 1 1
113 1 8 NA NA NA
113 2 8 "[FR] Friendly" 1 1
113 3 8 NA NA NA
113 4 8 "[EX] Excitable" 2 1
113 5 8 "[RE] Relaxed" 1 1
113 6 8 "[RE] Relaxed" 1 1
113 7 8 NA NA NA
113 8 8 "[RE] Relaxed" 1 1
113 1 9 NA NA NA
113 2 9 NA NA NA
113 3 9 "[FR] Friendly" 1 1
113 4 9 "[EX] Excitable" 2 1
113 5 9 "[RE] Relaxed" 1 1
113 6 9 "[RE] Relaxed" 1 1
113 7 9 NA NA NA
113 8 9 "[RE] Relaxed" 1 1
113 1 10 NA NA NA
113 2 10 "[FR] Friendly" 1 1
113 3 10 "[FR] Friendly" 1 1
113 4 10 "[RE] Relaxed" 1 1
113 5 10 "[RE] Relaxed" 1 1
113 6 10 "[UN] Unsure" 4 1
113 7 10 NA NA NA
113 8 10 "[RE] Relaxed" 1 1
113 1 11 NA NA NA
113 2 11 NA NA NA
113 3 11 "[FR] Friendly" 1 1
113 4 11 "[RE] Relaxed" 1 1
113 5 11 "[RE] Relaxed" 1 1
113 6 11 "[UN] Unsure" 4 1
113 7 11 NA NA NA
113 8 11 "[RE] Relaxed" 1 1
113 1 12 NA NA NA
113 2 12 NA NA NA
113 3 12 NA NA NA
113 4 12 NA NA NA
113 5 12 NA NA NA
113 6 12 NA NA NA
113 7 12 NA NA NA
113 8 12 NA NA NA
113 1 13 NA NA NA
113 2 13 NA NA NA
113 3 13 "[FR] Friendly" 1 1
113 4 13 "[RE] Relaxed" 1 1
113 5 13 "[RE] Relaxed" 1 1
113 6 13 NA NA NA
113 7 13 "[PL] Playful" 2 1
113 8 13 "[RE] Relaxed" 1 1
113 1 14 NA NA NA
113 2 14 NA NA NA
113 3 14 "[EX] Excitable" 2 1
113 4 14 "[RE] Relaxed" 1 1
113 5 14 "[RE] Relaxed" 1 1
113 6 14 "[RE] Relaxed" 1 1
113 7 14 "[NM] Not Motivated" 3 1
113 8 14 "[RE] Relaxed" 1 1
113 1 15 NA NA NA
113 2 15 NA NA NA
113 3 15 NA NA NA
113 4 15 NA NA NA
113 5 15 NA NA NA
113 6 15 NA NA NA
113 7 15 NA NA NA
113 8 15 NA NA NA
114 1 0 NA NA NA
114 2 0 NA NA NA
114 3 0 NA NA NA
114 4 0 NA NA NA
114 5 0 NA NA NA
114 6 0 NA NA NA
114 7 0 NA NA NA
114 8 0 NA NA NA
114 1 1 NA NA NA
114 2 1 NA NA NA
114 3 1 "[EX] Excitable" 2 1
114 4 1 "[ST] Stressed" 4 1
114 5 1 "[ST+] Stressed+" 5 2
114 6 1 "[EX] Excitable" 2 1
114 7 1 NA NA NA
114 8 1 "[RE] Relaxed" 1 1
114 1 2 "[UAV] Uncomfortable Avoids" 6 2
114 2 2 "[FR] Friendly" 1 1
114 3 2 "[FR] Friendly" 1 1
114 4 2 "[RE] Relaxed" 1 1
114 5 2 "[ST+] Stressed+" 5 2
114 6 2 "[VO] Vocal" 3 1
114 7 2 NA NA NA
114 8 2 "[RE] Relaxed" 1 1
114 1 3 NA NA NA
114 2 3 NA NA NA
114 3 3 NA NA NA
114 4 3 NA NA NA
114 5 3 NA NA NA
114 6 3 NA NA NA
114 7 3 NA NA NA
114 8 3 NA NA NA
114 1 4 "[UAV] Uncomfortable Avoids" 6 2
114 2 4 NA NA NA
114 3 4 "[FR] Friendly" 1 1
114 4 4 "[ST] Stressed" 4 1
114 5 4 "[ST] Stressed" 4 1
114 6 4 "[RPNA] React to People Non-Aggressive" 7 2
114 7 4 NA NA NA
114 8 4 "[RE] Relaxed" 1 1
114 1 5 "[FR] Friendly" 1 1
114 2 5 NA NA NA
114 3 5 "[RPNA] React to People Non-Aggressive" 9 2
114 4 5 "[SUB] Submissive" 3 1
114 5 5 "[ST] Stressed" 4 1
114 6 5 "[RE] Relaxed" 1 1
114 7 5 "[NM] Not Motivated" 3 1
114 8 5 "[RE] Relaxed" 1 1
114 1 6 NA NA NA
114 2 6 NA NA NA
114 3 6 NA NA NA
114 4 6 NA NA NA
114 5 6 NA NA NA
114 6 6 "[RE] Relaxed" 1 1
114 7 6 NA NA NA
114 8 6 NA NA NA
114 1 7 NA NA NA
114 2 7 NA NA NA
114 3 7 NA NA NA
114 4 7 NA NA NA
114 5 7 NA NA NA
114 6 7 NA NA NA
114 7 7 NA NA NA
114 8 7 NA NA NA
114 1 8 NA NA NA
114 2 8 "[FR] Friendly" 1 1
114 3 8 "[FR] Friendly" 1 1
114 4 8 "[RE] Relaxed" 1 1
114 5 8 NA NA NA
114 6 8 "[UN] Unsure" 4 1
114 7 8 NA NA NA
114 8 8 "[NEM] Not Eating Meal" 4 1
114 1 9 NA NA NA
114 2 9 "[FR] Friendly" 1 1
114 3 9 "[FR] Friendly" 1 1
114 4 9 "[RE] Relaxed" 1 1
114 5 9 "[ST] Stressed" 4 1
114 6 9 "[RE] Relaxed" 1 1
114 7 9 NA NA NA
114 8 9 "[NM] Not Motivated" 3 1
114 1 10 NA NA NA
114 2 10 NA NA NA
114 3 10 NA NA NA
114 4 10 NA NA NA
114 5 10 NA NA NA
114 6 10 NA NA NA
114 7 10 NA NA NA
114 8 10 NA NA NA
114 1 11 NA NA NA
114 2 11 NA NA NA
114 3 11 NA NA NA
114 4 11 NA NA NA
114 5 11 NA NA NA
114 6 11 NA NA NA
114 7 11 NA NA NA
114 8 11 NA NA NA
114 1 12 NA NA NA
114 2 12 NA NA NA
114 3 12 "[FR] Friendly" 1 1
114 4 12 "[RE] Relaxed" 1 1
114 5 12 "[RE] Relaxed" 1 1
114 6 12 "[RE] Relaxed" 1 1
114 7 12 NA NA NA
114 8 12 "[RE] Relaxed" 1 1
114 1 13 NA NA NA
114 2 13 "[FR] Friendly" 1 1
114 3 13 NA NA NA
114 4 13 "[none]" NA NA
114 5 13 "[ST] Stressed" 4 1
114 6 13 NA NA NA
114 7 13 "[RE] Relaxed" 1 1
114 8 13 "[RE] Relaxed" 1 1
114 1 14 NA NA NA
114 2 14 NA NA NA
114 3 14 NA NA NA
114 4 14 NA NA NA
114 5 14 NA NA NA
114 6 14 NA NA NA
114 7 14 NA NA NA
114 8 14 NA NA NA
114 1 15 NA NA NA
114 2 15 "[FR] Friendly" 1 1
114 3 15 "[FR] Friendly" 1 1
114 4 15 "[RE] Relaxed" 1 1
114 5 15 "[ST] Stressed" 4 1
114 6 15 "[RE] Relaxed" 1 1
114 7 15 "[RE] Relaxed" 1 1
114 8 15 "[RE] Relaxed" 1 1
114 1 16 NA NA NA
114 2 16 NA NA NA
114 3 16 "[FR] Friendly" 1 1
114 4 16 "[RE] Relaxed" 1 1
114 5 16 "[RE] Relaxed" 1 1
114 6 16 "[RE] Relaxed" 1 1
114 7 16 "[RE] Relaxed" 1 1
114 8 16 "[RE] Relaxed" 1 1
114 1 17 NA NA NA
114 2 17 NA NA NA
114 3 17 "[FR] Friendly" 1 1
114 4 17 "[RE] Relaxed" 1 1
114 5 17 "[RE] Relaxed" 1 1
114 6 17 "[RE] Relaxed" 1 1
114 7 17 "[RE] Relaxed" 1 1
114 8 17 "[RE] Relaxed" 1 1
114 1 18 NA NA NA
114 2 18 NA NA NA
114 3 18 "[FR] Friendly" 1 1
114 4 18 "[RE] Relaxed" 1 1
114 5 18 "[RE] Relaxed" 1 1
114 6 18 "[RE] Relaxed" 1 1
114 7 18 NA NA NA
114 8 18 "[RE] Relaxed" 1 1
114 1 19 NA NA NA
114 2 19 NA NA NA
114 3 19 NA NA NA
114 4 19 NA NA NA
114 5 19 NA NA NA
114 6 19 NA NA NA
114 7 19 NA NA NA
114 8 19 NA NA NA
114 1 20 NA NA NA
114 2 20 NA NA NA
114 3 20 NA NA NA
114 4 20 NA NA NA
114 5 20 NA NA NA
114 6 20 NA NA NA
114 7 20 NA NA NA
114 8 20 NA NA NA
114 1 21 NA NA NA
114 2 21 NA NA NA
114 3 21 "[FR] Friendly" 1 1
114 4 21 "[RE] Relaxed" 1 1
114 5 21 "[RE] Relaxed" 1 1
114 6 21 "[RE] Relaxed" 1 1
114 7 21 NA NA NA
114 8 21 "[RE] Relaxed" 1 1
114 1 22 NA NA NA
114 2 22 NA NA NA
114 3 22 NA NA NA
114 4 22 NA NA NA
114 5 22 NA NA NA
114 6 22 NA NA NA
114 7 22 NA NA NA
114 8 22 NA NA NA
115 1 0 NA NA NA
115 2 0 NA NA NA
115 3 0 NA NA NA
115 4 0 NA NA NA
115 5 0 NA NA NA
115 6 0 NA NA NA
115 7 0 NA NA NA
115 8 0 NA NA NA
115 1 1 "[FR] Friendly" 1 1
115 2 1 NA NA NA
115 3 1 "[SUB] Submissive" 4 1
115 4 1 "[RE] Relaxed" 1 1
115 5 1 "[ST] Stressed" 4 1
115 6 1 "[RE] Relaxed" 1 1
115 7 1 "[RE] Relaxed" 1 1
115 8 1 "[RE] Relaxed" 1 1
115 1 2 "[IN] Independent" 3 1
115 2 2 "[FR] Friendly" 1 1
115 3 2 "[EX] Excitable" 2 1
115 4 2 "[ST] Stressed" 4 1
115 5 2 "[VO] Vocal" 2 1
115 6 2 "[RE] Relaxed" 1 1
115 7 2 NA NA NA
115 8 2 NA NA NA
115 1 3 NA NA NA
115 2 3 NA NA NA
115 3 3 NA NA NA
115 4 3 "" NA NA
115 5 3 NA NA NA
115 6 3 NA NA NA
115 7 3 NA NA NA
115 8 3 NA NA NA
115 1 4 NA NA NA
115 2 4 "[FR] Friendly" 1 1
115 3 4 "[FR] Friendly" 1 1
115 4 4 "[UAV] Uncomfortable Avoids" 5 2
115 5 4 "[VO] Vocal" 2 1
115 6 4 "[RE] Relaxed" 1 1
115 7 4 NA NA NA
115 8 4 "[RE] Relaxed" 1 1
115 1 5 "[FR] Friendly" 1 1
115 2 5 NA NA NA
115 3 5 "[FR] Friendly" 1 1
115 4 5 "[RE] Relaxed" 1 1
115 5 5 "[VO] Vocal" 2 1
115 6 5 "[RE] Relaxed" 1 1
115 7 5 NA NA NA
115 8 5 "[RE] Relaxed" 1 1
115 1 6 NA NA NA
115 2 6 NA NA NA
115 3 6 NA NA NA
115 4 6 NA NA NA
115 5 6 NA NA NA
115 6 6 NA NA NA
115 7 6 NA NA NA
115 8 6 NA NA NA
115 1 7 NA NA NA
115 2 7 NA NA NA
115 3 7 NA NA NA
115 4 7 NA NA NA
115 5 7 NA NA NA
115 6 7 NA NA NA
115 7 7 NA NA NA
115 8 7 NA NA NA
115 1 8 NA NA NA
115 2 8 NA NA NA
115 3 8 NA NA NA
115 4 8 NA NA NA
115 5 8 NA NA NA
115 6 8 NA NA NA
115 7 8 NA NA NA
115 8 8 NA NA NA
115 1 9 NA NA NA
115 2 9 "[FR] Friendly" 1 1
115 3 9 NA NA NA
115 4 9 "[RE] Relaxed" 1 1
115 5 9 "[VO] Vocal" 2 1
115 6 9 NA NA NA
115 7 9 "[RE] Relaxed" 1 1
115 8 9 "[RE] Relaxed" 1 1
115 1 10 NA NA NA
115 2 10 NA NA NA
115 3 10 NA NA NA
115 4 10 NA NA NA
115 5 10 NA NA NA
115 6 10 NA NA NA
115 7 10 NA NA NA
115 8 10 NA NA NA
115 1 11 NA NA NA
115 2 11 NA NA NA
115 3 11 NA NA NA
115 4 11 NA NA NA
115 5 11 NA NA NA
115 6 11 NA NA NA
115 7 11 NA NA NA
115 8 11 NA NA NA
115 1 12 NA NA NA
115 2 12 NA NA NA
115 3 12 NA NA NA
115 4 12 NA NA NA
115 5 12 NA NA NA
115 6 12 NA NA NA
115 7 12 NA NA NA
115 8 12 NA NA NA
115 1 13 NA NA NA
115 2 13 NA NA NA
115 3 13 NA NA NA
115 4 13 NA NA NA
115 5 13 NA NA NA
115 6 13 NA NA NA
115 7 13 NA NA NA
115 8 13 NA NA NA
115 1 14 NA NA NA
115 2 14 NA NA NA
115 3 14 NA NA NA
115 4 14 NA NA NA
115 5 14 NA NA NA
115 6 14 NA NA NA
115 7 14 NA NA NA
115 8 14 NA NA NA
115 1 15 NA NA NA
115 2 15 NA NA NA
115 3 15 NA NA NA
115 4 15 NA NA NA
115 5 15 NA NA NA
115 6 15 NA NA NA
115 7 15 NA NA NA
115 8 15 NA NA NA
115 1 16 NA NA NA
115 2 16 NA NA NA
115 3 16 NA NA NA
115 4 16 NA NA NA
115 5 16 NA NA NA
115 6 16 NA NA NA
115 7 16 NA NA NA
115 8 16 NA NA NA
115 1 17 NA NA NA
115 2 17 NA NA NA
115 3 17 NA NA NA
115 4 17 NA NA NA
115 5 17 NA NA NA
115 6 17 NA NA NA
115 7 17 NA NA NA
115 8 17 NA NA NA
115 1 18 NA NA NA
115 2 18 NA NA NA
115 3 18 NA NA NA
115 4 18 NA NA NA
115 5 18 NA NA NA
115 6 18 NA NA NA
115 7 18 NA NA NA
115 8 18 NA NA NA
115 1 19 NA NA NA
115 2 19 NA NA NA
115 3 19 NA NA NA
115 4 19 NA NA NA
115 5 19 NA NA NA
115 6 19 NA NA NA
115 7 19 NA NA NA
115 8 19 NA NA NA
115 1 20 NA NA NA
115 2 20 NA NA NA
115 3 20 NA NA NA
115 4 20 NA NA NA
115 5 20 NA NA NA
115 6 20 NA NA NA
115 7 20 NA NA NA
115 8 20 NA NA NA
115 1 21 NA NA NA
115 2 21 NA NA NA
115 3 21 NA NA NA
115 4 21 NA NA NA
115 5 21 NA NA NA
115 6 21 NA NA NA
115 7 21 NA NA NA
115 8 21 NA NA NA
115 1 22 NA NA NA
115 2 22 NA NA NA
115 3 22 NA NA NA
115 4 22 NA NA NA
115 5 22 NA NA NA
115 6 22 NA NA NA
115 7 22 NA NA NA
115 8 22 NA NA NA
115 1 23 NA NA NA
115 2 23 NA NA NA
115 3 23 NA NA NA
115 4 23 NA NA NA
115 5 23 NA NA NA
115 6 23 NA NA NA
115 7 23 NA NA NA
115 8 23 NA NA NA
115 1 24 NA NA NA
115 2 24 NA NA NA
115 3 24 NA NA NA
115 4 24 NA NA NA
115 5 24 NA NA NA
115 6 24 NA NA NA
115 7 24 NA NA NA
115 8 24 NA NA NA
115 1 25 NA NA NA
115 2 25 NA NA NA
115 3 25 NA NA NA
115 4 25 NA NA NA
115 5 25 NA NA NA
115 6 25 NA NA NA
115 7 25 NA NA NA
115 8 25 NA NA NA
115 1 26 NA NA NA
115 2 26 NA NA NA
115 3 26 NA NA NA
115 4 26 NA NA NA
115 5 26 NA NA NA
115 6 26 NA NA NA
115 7 26 NA NA NA
115 8 26 NA NA NA
115 1 27 NA NA NA
115 2 27 NA NA NA
115 3 27 NA NA NA
115 4 27 NA NA NA
115 5 27 NA NA NA
115 6 27 NA NA NA
115 7 27 NA NA NA
115 8 27 NA NA NA
115 1 28 NA NA NA
115 2 28 NA NA NA
115 3 28 NA NA NA
115 4 28 NA NA NA
115 5 28 NA NA NA
115 6 28 NA NA NA
115 7 28 NA NA NA
115 8 28 NA NA NA
115 1 29 NA NA NA
115 2 29 NA NA NA
115 3 29 NA NA NA
115 4 29 NA NA NA
115 5 29 NA NA NA
115 6 29 NA NA NA
115 7 29 NA NA NA
115 8 29 NA NA NA
115 1 30 NA NA NA
115 2 30 NA NA NA
115 3 30 NA NA NA
115 4 30 NA NA NA
115 5 30 NA NA NA
115 6 30 NA NA NA
115 7 30 NA NA NA
115 8 30 NA NA NA
115 1 31 NA NA NA
115 2 31 NA NA NA
115 3 31 NA NA NA
115 4 31 NA NA NA
115 5 31 NA NA NA
115 6 31 NA NA NA
115 7 31 NA NA NA
115 8 31 NA NA NA
115 1 32 NA NA NA
115 2 32 NA NA NA
115 3 32 NA NA NA
115 4 32 NA NA NA
115 5 32 NA NA NA
115 6 32 NA NA NA
115 7 32 NA NA NA
115 8 32 NA NA NA
115 1 33 NA NA NA
115 2 33 NA NA NA
115 3 33 NA NA NA
115 4 33 NA NA NA
115 5 33 NA NA NA
115 6 33 NA NA NA
115 7 33 NA NA NA
115 8 33 NA NA NA
115 1 34 NA NA NA
115 2 34 NA NA NA
115 3 34 NA NA NA
115 4 34 NA NA NA
115 5 34 NA NA NA
115 6 34 NA NA NA
115 7 34 NA NA NA
115 8 34 NA NA NA
115 1 35 NA NA NA
115 2 35 NA NA NA
115 3 35 NA NA NA
115 4 35 NA NA NA
115 5 35 NA NA NA
115 6 35 NA NA NA
115 7 35 NA NA NA
115 8 35 NA NA NA
115 1 36 NA NA NA
115 2 36 NA NA NA
115 3 36 NA NA NA
115 4 36 NA NA NA
115 5 36 NA NA NA
115 6 36 NA NA NA
115 7 36 NA NA NA
115 8 36 NA NA NA
115 1 37 NA NA NA
115 2 37 "[FR] Friendly" 1 1
115 3 37 NA NA NA
115 4 37 "[RE] Relaxed" 1 1
115 5 37 NA NA NA
115 6 37 NA NA NA
115 7 37 NA NA NA
115 8 37 NA NA NA
115 1 38 NA NA NA
115 2 38 NA NA NA
115 3 38 NA NA NA
115 4 38 NA NA NA
115 5 38 NA NA NA
115 6 38 NA NA NA
115 7 38 NA NA NA
115 8 38 NA NA NA
115 1 39 NA NA NA
115 2 39 NA NA NA
115 3 39 NA NA NA
115 4 39 NA NA NA
115 5 39 NA NA NA
115 6 39 NA NA NA
115 7 39 NA NA NA
115 8 39 NA NA NA
115 1 40 NA NA NA
115 2 40 NA NA NA
115 3 40 NA NA NA
115 4 40 NA NA NA
115 5 40 NA NA NA
115 6 40 NA NA NA
115 7 40 NA NA NA
115 8 40 NA NA NA
115 1 41 NA NA NA
115 2 41 NA NA NA
115 3 41 NA NA NA
115 4 41 NA NA NA
115 5 41 NA NA NA
115 6 41 NA NA NA
115 7 41 NA NA NA
115 8 41 NA NA NA
115 1 42 "[FR] Friendly" 1 1
115 2 42 "[FR] Friendly" 1 1
115 3 42 NA NA NA
115 4 42 "[RE] Relaxed" 1 1
115 5 42 "[VO] Vocal" 2 1
115 6 42 "[RE] Relaxed" 1 1
115 7 42 "[PL] Playful" 2 1
115 8 42 "[RE] Relaxed" 1 1
115 1 43 NA NA NA
115 2 43 NA NA NA
115 3 43 NA NA NA
115 4 43 NA NA NA
115 5 43 NA NA NA
115 6 43 NA NA NA
115 7 43 NA NA NA
115 8 43 NA NA NA
115 1 44 NA NA NA
115 2 44 NA NA NA
115 3 44 NA NA NA
115 4 44 NA NA NA
115 5 44 NA NA NA
115 6 44 NA NA NA
115 7 44 NA NA NA
115 8 44 NA NA NA
115 1 45 NA NA NA
115 2 45 NA NA NA
115 3 45 NA NA NA
115 4 45 NA NA NA
115 5 45 NA NA NA
115 6 45 NA NA NA
115 7 45 NA NA NA
115 8 45 NA NA NA
115 1 46 NA NA NA
115 2 46 NA NA NA
115 3 46 NA NA NA
115 4 46 NA NA NA
115 5 46 NA NA NA
115 6 46 NA NA NA
115 7 46 NA NA NA
115 8 46 NA NA NA
115 1 47 NA NA NA
115 2 47 NA NA NA
115 3 47 NA NA NA
115 4 47 NA NA NA
115 5 47 NA NA NA
115 6 47 NA NA NA
115 7 47 NA NA NA
115 8 47 NA NA NA
115 1 48 NA NA NA
115 2 48 NA NA NA
115 3 48 NA NA NA
115 4 48 NA NA NA
115 5 48 NA NA NA
115 6 48 NA NA NA
115 7 48 NA NA NA
115 8 48 NA NA NA
115 1 49 NA NA NA
115 2 49 NA NA NA
115 3 49 NA NA NA
115 4 49 NA NA NA
115 5 49 NA NA NA
115 6 49 NA NA NA
115 7 49 NA NA NA
115 8 49 NA NA NA
115 1 50 NA NA NA
115 2 50 NA NA NA
115 3 50 NA NA NA
115 4 50 NA NA NA
115 5 50 NA NA NA
115 6 50 NA NA NA
115 7 50 NA NA NA
115 8 50 NA NA NA
115 1 51 NA NA NA
115 2 51 NA NA NA
115 3 51 NA NA NA
115 4 51 NA NA NA
115 5 51 NA NA NA
115 6 51 NA NA NA
115 7 51 NA NA NA
115 8 51 NA NA NA
115 1 52 NA NA NA
115 2 52 NA NA NA
115 3 52 NA NA NA
115 4 52 NA NA NA
115 5 52 NA NA NA
115 6 52 NA NA NA
115 7 52 NA NA NA
115 8 52 NA NA NA
115 1 53 NA NA NA
115 2 53 NA NA NA
115 3 53 NA NA NA
115 4 53 NA NA NA
115 5 53 NA NA NA
115 6 53 NA NA NA
115 7 53 NA NA NA
115 8 53 NA NA NA
115 1 54 NA NA NA
115 2 54 NA NA NA
115 3 54 NA NA NA
115 4 54 NA NA NA
115 5 54 NA NA NA
115 6 54 NA NA NA
115 7 54 NA NA NA
115 8 54 NA NA NA
115 1 55 NA NA NA
115 2 55 NA NA NA
115 3 55 NA NA NA
115 4 55 NA NA NA
115 5 55 NA NA NA
115 6 55 NA NA NA
115 7 55 NA NA NA
115 8 55 NA NA NA
115 1 56 NA NA NA
115 2 56 NA NA NA
115 3 56 NA NA NA
115 4 56 NA NA NA
115 5 56 NA NA NA
115 6 56 NA NA NA
115 7 56 NA NA NA
115 8 56 NA NA NA
115 1 57 NA NA NA
115 2 57 NA NA NA
115 3 57 NA NA NA
115 4 57 NA NA NA
115 5 57 NA NA NA
115 6 57 NA NA NA
115 7 57 NA NA NA
115 8 57 NA NA NA
115 1 58 NA NA NA
115 2 58 NA NA NA
115 3 58 NA NA NA
115 4 58 NA NA NA
115 5 58 NA NA NA
115 6 58 NA NA NA
115 7 58 NA NA NA
115 8 58 NA NA NA
115 1 59 NA NA NA
115 2 59 NA NA NA
115 3 59 NA NA NA
115 4 59 NA NA NA
115 5 59 NA NA NA
115 6 59 NA NA NA
115 7 59 NA NA NA
115 8 59 NA NA NA
115 1 60 NA NA NA
115 2 60 NA NA NA
115 3 60 NA NA NA
115 4 60 NA NA NA
115 5 60 NA NA NA
115 6 60 NA NA NA
115 7 60 NA NA NA
115 8 60 NA NA NA
115 1 61 NA NA NA
115 2 61 NA NA NA
115 3 61 NA NA NA
115 4 61 NA NA NA
115 5 61 NA NA NA
115 6 61 NA NA NA
115 7 61 NA NA NA
115 8 61 NA NA NA
115 1 62 NA NA NA
115 2 62 NA NA NA
115 3 62 NA NA NA
115 4 62 NA NA NA
115 5 62 NA NA NA
115 6 62 NA NA NA
115 7 62 NA NA NA
115 8 62 NA NA NA
115 1 63 NA NA NA
115 2 63 NA NA NA
115 3 63 NA NA NA
115 4 63 NA NA NA
115 5 63 NA NA NA
115 6 63 NA NA NA
115 7 63 NA NA NA
115 8 63 NA NA NA
115 1 64 NA NA NA
115 2 64 NA NA NA
115 3 64 NA NA NA
115 4 64 NA NA NA
115 5 64 NA NA NA
115 6 64 NA NA NA
115 7 64 NA NA NA
115 8 64 NA NA NA
115 1 65 NA NA NA
115 2 65 NA NA NA
115 3 65 NA NA NA
115 4 65 NA NA NA
115 5 65 NA NA NA
115 6 65 NA NA NA
115 7 65 NA NA NA
115 8 65 NA NA NA
115 1 66 NA NA NA
115 2 66 NA NA NA
115 3 66 NA NA NA
115 4 66 NA NA NA
115 5 66 NA NA NA
115 6 66 NA NA NA
115 7 66 NA NA NA
115 8 66 NA NA NA
115 1 67 NA NA NA
115 2 67 NA NA NA
115 3 67 NA NA NA
115 4 67 NA NA NA
115 5 67 NA NA NA
115 6 67 NA NA NA
115 7 67 NA NA NA
115 8 67 NA NA NA
115 1 68 NA NA NA
115 2 68 NA NA NA
115 3 68 NA NA NA
115 4 68 NA NA NA
115 5 68 NA NA NA
115 6 68 NA NA NA
115 7 68 NA NA NA
115 8 68 NA NA NA
115 1 69 NA NA NA
115 2 69 NA NA NA
115 3 69 NA NA NA
115 4 69 NA NA NA
115 5 69 NA NA NA
115 6 69 NA NA NA
115 7 69 NA NA NA
115 8 69 NA NA NA
115 1 70 NA NA NA
115 2 70 NA NA NA
115 3 70 NA NA NA
115 4 70 NA NA NA
115 5 70 NA NA NA
115 6 70 NA NA NA
115 7 70 NA NA NA
115 8 70 NA NA NA
115 1 71 NA NA NA
115 2 71 "[FR] Friendly" 1 1
115 3 71 NA NA NA
115 4 71 "[RE] Relaxed" 1 1
115 5 71 "[VO] Vocal" 2 1
115 6 71 NA NA NA
115 7 71 NA NA NA
115 8 71 "[RE] Relaxed" 1 1
115 1 72 NA NA NA
115 2 72 "[FR] Friendly" 1 1
115 3 72 NA NA NA
115 4 72 "[EX] Excitable" 2 1
115 5 72 "[ST] Stressed" 4 1
115 6 72 "[RE] Relaxed" 1 1
115 7 72 NA NA NA
